Category were the 30 under 30 person was selected,Forbes Name,Forbes Age,Forbes Country,Role in the Company,Company,Description,LinkedIn Profile,linkedin_name,Exact match between the name ?,Did I had o perform a manual searh to find the linkedin profile ?
30 Under 30 - Europe - Entertainment,Zara Larsson,20,Sweden,Musician,,"The Swedish singer's debut album ""So Good"" debuted at No. 7 on the U.K. Albums Chart and included the chart-topper ""Symphony"" with classical crossover band Clean Bandit. Her 2015 earworm ""Never Forget You"" with MNEK went platinum in multiple countries, including the U.S. A child star, she won the Swedish version of ""Got Talent"" at the age of 10.",https://www.linkedin.com/in/zara-larsson-14a30438,Zara Larsson ,TRUE,NO
30 Under 30 - Europe - Law & Policy,Suad Ali,27,Sweden,Expert, Swedish Migration Agency,"In addition to her work as a resettlement expert for the Swedish Migration Agency, Ali, a former Somali refugee, is a columnist for ""Tidningen Chef,"" the biggest leadership magazine in the Nordic region, and a youth leadership expert.",https://ke.linkedin.com/in/suad-ali-4a570964,Suad Ali ,TRUE,NO
30 Under 30 - Europe - Big Money,Erik Gatenholm,28,Sweden,Cofounder, CellInk,"Gatenholm is the cofounder and CEO of CellInk, which makes the Bio-X 3D printer. Unlike most 3D printers, this one doesn't create things out of plastic or metal, but instead out of living tissue. The company's eventual goal is to build 3D printers capable of creating organs for transplant, and they've already made baby-steps towards that goal. In 2017, a group of scientists used the Bio-X printer to create a gel containing human cartilage cells and implanted them in mice, providing a proof of concept for a future where knee and other joint replacements might be made out of living tissue rather than metal or plastic. The company has so far raised $11 million in venture funding and its 2017 revenues were about $4 million.",https://www.linkedin.com/in/erik-gatenholm-26614429,Erik Gatenholm ,TRUE,NO
30 Under 30 - Europe - Big Money,Birk Jernström,29,Sweden,Cofounder, Tictail,"Tictail is a free e-commerce platform for independent brands to set up their own online stores (similar to Shopify and Amazon). The company has raised $32 million to date and hosts more than 125,000 businesses. Birk Jernström built the first version of Tictail as an engineer, and has since led its business development and monetization efforts, launching TicTail payments. He now runs all operations for Tictail in Europe.",https://www.linkedin.com/in/birknilson,Birk Jernström ,TRUE,NO
30 Under 30 - Europe - Big Money,Nick Larsson,27,Sweden,Head of Growth &amp; Partnerships, Truecaller,"Nick Larsson is head of growth at Stockholm-based Truecaller. As part of that role, Larsson is heading the international expansion for Truecaller, the world's largest caller ID and spam blocking app, helping take the company from 30 to 250 million users. He also helped secure partnerships with major tech companies like Huawei, Samsung and Google. Since it was founded in 2009, Truecaller has raised $80 million from Sequoia Capital, Atomico, and Kleiner Perkins Caufield &amp; Byers.",https://www.linkedin.com/in/nicklarsson,Nick Larsson ,TRUE,NO
30 Under 30 - Europe - Big Money,Johannes Schildt,29,Sweden,Cofounder, KRY,"Johannes Schildt is CEO and cofounder of Kry, which he's planning to develop into the world's leading healthcare provider by combining medical expertise with state-of-the-art technology. The company's first project is to let people see a doctor over video on their smartphone at a time and place of their choosing. It's secured significant funding to date, reaching ?26.1 million from the likes of Accel Partners, Index Ventures, Creandum and Project A.",https://www.linkedin.com/in/johannesschildt,Johannes Schildt ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Jacob Burenstam,28,Sweden,Cofounder, Just Arrived,Just Arrived matches newly-arrived refugees in Sweden with companies seeking workers.  Burenstam believes enlarging the job network to include the new competencies arriving in Sweden enhances business organizations and society.,https://www.linkedin.com/in/jacob-burenstam-linder-14318031,Jacob Burenstam Linder ,FALSE,NO
30 Under 30 - Europe - Social Entrepreneurs,Ludvig Berling,29,Sweden,Cofounders, Karma,"Karma is helping restaurants, grocers and cafes eliminate food waste through a user-friendly app that lets customers access food and easily track the food waste they eliminate. So far, Karma has raised over $4 million from funders like e.ventures and eQuity.",https://www.linkedin.com/in/ludvigberling,Ludvig Berling ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Elsa Bernadotte,29,Sweden,Cofounders, Karma,"Karma is helping restaurants, grocers and cafes eliminate food waste through a user-friendly app that lets customers access food and easily track the food waste they eliminate. So far, Karma has raised over $4 million from funders like e.ventures and eQuity.",,,FALSE,
30 Under 30 - Europe - Social Entrepreneurs,Hjalmar St?hlberg Nordegren,28,Sweden,Cofounders, Karma,"Karma is helping restaurants, grocers and cafes eliminate food waste through a user-friendly app that lets customers access food and easily track the food waste they eliminate. So far, Karma has raised over $4 million from funders like e.ventures and eQuity.",,,FALSE,
30 Under 30 - Europe - Finance,Marcel Gleichmann,28,Sweden,Vice President, Rothschild &amp; Co,"Geichmann works on the M&amp;A advisory side at Rothschild, one of the world's largest independent financial advisory groups. In his role as vice president, he provides clients with advice and perspective to help make a meaningful difference to their wealth and businesses.",https://www.linkedin.com/in/marcel-gleichmann-34160316,Marcel Gleichmann ,TRUE,NO
30 Under 30 - Europe - Finance,Bartosz Jakubowski,26,Sweden,Venture Lead, EQT,"EQT Ventures is a new $650 million European VC fund backing some of the most ambitious founders in software and consumer technology. Working out of the company's Stockholm office, Jakubowski is in charge of sourcing, analyzing and executing investments in startups and scale-ups from French-speaking countries. The fund provides multi-stage funding ($1 million to $90 million) and strong operational support.",https://www.linkedin.com/in/bartosz-jakubowski-20978b26,Bartosz Jakubowski ,TRUE,NO
30 Under 30 - Europe - Law & Policy,Flavia Kleiner,27,Switzerland,Cofounder, Operation Libero,"Kleiner cofounded Operation Libero, a movement promoting a pro-immigrant political platform in opposition to the populist Swiss People's Party. Operation Libero makes a case for fundamental principles of Swiss democracy and the rule of law as vital to an enlightened understanding of what democracy needs to be effective.",https://www.linkedin.com/in/flavia-kleiner-b35122137,Flavia Kleiner ,TRUE,NO
30 Under 30 - Europe - Science & Healthcare,Nicholas Cohrs,26,Switzerland,Researchers, ETH Zurich,"Nicholas Cohrs and Anastasios Petrou developed a method to use 3D printing and medical imaging technologies to manufacture and evaluate a soft artificial heart, imitating the biological human heart in its form and function. They envision such artificial hearts could be individualized to the proper size for each patient.",https://be.linkedin.com/in/nicholas-cohrs,Nicholas Cohrs ,TRUE,NO
30 Under 30 - Europe - Science & Healthcare,Anastasios Petrou,26,Switzerland,Researchers, ETH Zurich,"Nicholas Cohrs and Anastasios Petrou developed a method to use 3D printing and medical imaging technologies to manufacture and evaluate a soft artificial heart, imitating the biological human heart in its form and function. They envision such artificial hearts could be individualized to the proper size for each patient.",,,FALSE,
30 Under 30 - Europe - Science & Healthcare,Max Ludwig Ahnen,29,Switzerland,Pioneer Fellows," ETH Zurich,  Brain PET","Coming from the world of experimental particle physics, Jannis Fischer and Max Ahnen invented a positron emission tomography (PET) scanner the size of a vintage hair dryer that's 10 times less expensive than current models. They envision it could aid in early detection of Alzheimer's disease.",https://www.linkedin.com/in/max-ludwig-ahnen-1b4a81117,Max Ludwig Ahnen ,TRUE,NO
30 Under 30 - Europe - Science & Healthcare,Jannis Fischer,30,Switzerland,Pioneer Fellows," ETH Zurich,  Brain PET","Coming from the world of experimental particle physics, Jannis Fischer and Max Ahnen invented a positron emission tomography (PET) scanner the size of a vintage hair dryer that's 10 times less expensive than current models. They envision it could aid in early detection of Alzheimer's disease.",,,FALSE,
30 Under 30 - Europe - Science & Healthcare,Estefania Tapias,29,Switzerland,Senior Scientist, Zedsen Limited,"Estefania Tapias and her team at ETH Zurich and at the Future Cities Laboratory in Singapore work on a project to map data on how residents of the tropical city experience heat. With that data, the hope is urban planners can improve the city's design and disperse heat more effectively.",https://www.linkedin.com/in/estefaniatapias/,20+ Profile für die Position Estefania in ... - ch.linkedin.com,FALSE,YES
30 Under 30 - Europe - Big Money,Justas Pikelis,27,Switzerland,Cofounders, Monetha,"With Monetha, Jokubaitis and Pikelis are creating a decentralized trust and reputation system for global commerce in combination with a mobile payment solution on the Ethereum blockchain. Sellers profit from a transparent reputation to boost their commerce, and buyers gain certainty while purchasing. Their ICO raised $37 million in 18 minutes.",,,FALSE,
30 Under 30 - Europe - Social Entrepreneurs,Omar Bawa,25,Switzerland,Cofounders, Goodwall,"Brothers Omar and Taha Bawa cofounded Goodwall, a social media platform where students can showcase their academic and extracurricular achievements. The LinkedIn-like platform helps students connect with their peers, universities and scholarship opportunities.",https://www.linkedin.com/in/omarbawa,Omar Bawa ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Taha Bawa,27,Switzerland,Cofounders, Goodwall,"Brothers Omar and Taha Bawa cofounded Goodwall, a social media platform where students can showcase their academic and extracurricular achievements. The LinkedIn-like platform helps students connect with their peers, universities and scholarship opportunities.",,,FALSE,
30 Under 30 - Europe - Finance,Reto Trinkler,27,Switzerland,Cofounder, Melonport AG,"Melonport uses blockchain technology to build software that enables users to set up and manage technology-regulated investment funds, all with the goal of reducing barriers to entry, imposing more efficient regulation methods and increasing transparency. As chairman, cofounder and tech lead, Trinkler leads the company's development team.",https://www.linkedin.com/in/reto-trinkler-170a78106/?locale=en_US,Reto Trinkler ,TRUE,NO
30 Under 30 - Europe - Industry,Christophe Haldi,28,Switzerland,Founder, eeproperty,"Haldi is the founder and CEO of EE Property, which makes connected building solutions for landlords. The company's system allows landlords to connect and manage interactions for their residents. The company also provides solutions for landlords to manage laundry systems within their buildings without the need for extra equipment.",https://www.linkedin.com/in/christophe-haldi-67ab5445,Christophe Haldi ,TRUE,NO
30 Under 30 - Europe - Media & Marketing,Louise Callaghan,27,Turkey,Middle East Correspondent, The Sunday Times,"The winner of 2016's British Press Award for Young Journalist of the year, Callaghan serves as Middle East correspondent for the Sunday Times. She has reported from the center of a political coup in Turkey, on the detention of refugees during the migrant crisis in Lesbos and on the siege of Mosul. Her writing manages to bring a human element to situations often eclipsed by politics and chaos.",https://muckrack.com/louise-callaghan,Louise Callaghan ,TRUE,NO
30 Under 30 - Europe - Law & Policy,Yuliya Tychkivska,28,Ukraine,Cofounder, Open University of Maidan,"Open University of Maidan started as a lecture series for the people protesting during the Ukranian Revolution of Dignity and has since become an online platform for civics education. Yuliya also cofounded the Bendukidze Free Market Centre to promote liberty, limited open government and free markets.",https://www.linkedin.com/in/yuliya-tychkivska-b4259713,Yuliya Tychkivska ,TRUE,NO
30 Under 30 - Europe - Technology,Denys Zhadanov,29,Ukraine,Vice President, Readdle,"From a rented flat in Ukraine and zero funding, Readdle has built a powerful ecosystem of productivity apps such as Spark, Documents, Scanner Pro, Calendars and PDF Expert. Readdle's app are considered to be category leaders with over 75 million downloads worldwide, the ""App of the Year"" runner-up award for PDF Expert for Mac from Apple in 2015, and top positions on the App Store charts for Spark email client. At Readdle, Denys Zhadanov says he wants to inspire a new generation of entrepreneurs, especially from Ukraine, by setting an example. ""With all the negative events in Ukraine (war, corruption) we have to show young people that there is a way to build businesses, study in best schools, follow the dreams and shape democratic society,"" Zhadanov says.",https://uk.linkedin.com/in/denzhadanov,Denys Zhadanov ,TRUE,NO
30 Under 30 - Europe - Entertainment,Jade Thirlwall,26,United Kingdom,Musicians, Little Mix,"This decade's answer to the Spice Girls, Little Mix were formed--how else--during 2011's ""X Factor."" Their fourth album ""Glory Days"" became their first chart topper in the U.K. and made them the longest reigning girl group No. 1 since the Spice Girls' debut 20 years earlier. All of their albums have gone platinum in the U.K., while ""Shout Out to My Ex"" won them Best British Single at the 2017 Brit Awards.",,,FALSE,
30 Under 30 - Europe - Art & Culture,Tatyana Kozhevnikova,28,United Kingdom,Founder, Alighieri Jewllery,"Tatyana Kozhevnikova has always loved making her own garments, but it was her husband's struggle to find a good made-to-measure suit that inspired her to start Artefact London, a high-tech made-to-measure tailoring company. Artefact makes everything bespoke to customers' bodies, and does so using laser cutting and computer-aided design, modernizing the ways of Savile Road. ""I am able to offer higher quality of garments at a third of the price, whilst retaining great profitability,"" Kozhevnikova says.",https://fr.linkedin.com/in/tatyana-kozhevnikova-975b6428?trk=pub-pbmap,Tatyana Kozhevnikova ,TRUE,NO
30 Under 30 - Europe - Art & Culture,Rosh Mahtani,28,United Kingdom,Dancer, Paris Opera Ballet,"Born in London and raised in Zambia, Rosh Mahtani majored in French and Italian literature at Oxford University, where she became completely fascinated by Dante's ""Divine Comedy."" After a one-day wax-carving course and a longing to bring Dante's work to life through objects, she founded Alighieri Jewelry in 2014. The Alighieri line consists of one piece of jewelry for of Dante's cantos; every piece has a story, crafted by hand in London, which has, in turn, created a community of customers who are bound by their mutual love of storytelling through objects and imagery. Now in its third year, Alighieri's turnover has increased by 5 times. Alighieri is now stocked at Net-a-Porter, Matches Fashion, Joseph, Soho House, Selfridges, The Conran Store and Farfetch and will launch a collaborative collection with Joseph Fashion this year.",NO PROFILE,Rosie Kay Dance Company - 5 Soldiers: the Body is the ...,FALSE,YES
30 Under 30 - Europe - Art & Culture,Ben Marks,26,United Kingdom,Cofounder, Gisou,"As a young boy, Ben Marks loved food and enjoyed cooking with his father in London. At 13 years old, he was already working in professional kitchens. and at 15, on the advice of his bosses, he moved to Sweden to become commis chef at the Michelin-starred Operakällaren in Stockholm. A year later he was back in the UK, at a formal apprenticeship with the Academy of Culinary Arts, which landed him at Claridge's, where, he says, ""You stand there and you just cook all day, you start to work out the minute details of cooking perfectly."" During the Olympics Marks worked at the Danish popup restaurant Noma, and then with business partner Matt Emmerson, launched Perilla Dining as a pop-up establishment. Today it's an established restaurant in London's Newington Green section and Marks was awarded in 2017 the Food and Travel Awards' Breakthrough Chef of the Year citation. Next in his sites: a Michelin star?",https://www.linkedin.com/in/ben-marks-a7242828,Ben Marks,TRUE,NO
30 Under 30 - Europe - Art & Culture,Merritt Moore,29,United Kingdom,Founder, MOAM,"Merritt Moore calls herself a quantum ballerina -- and rightfully so. The 29-year-old recently received PhD in quantum physics from Oxford University, and she's also danced as a member of the Zurich Ballet, Boston Ballet, English National Ballet and London Contemporary Ballet Theatre. Moore rejects the idea that people with passions in different fields have to choose one or the other: ""I really do think it's made me a better dancer to have done physics and a better physicist to have done dance,"" she told Forbes in 2017. ""You need the creative brain in the lab to think of new ideas, and you need the analytic brain in the dance studio to figure out your center of mass.""",https://www.linkedin.com/in/merritt-moore-77458038,Merritt Moore ,TRUE,NO
30 Under 30 - Europe - Art & Culture,Marcelino Sambe,23,United Kingdom,Tenor, Paris Opera House,"Marcellino Sambé was born in Lisbon, Portugal, and studied at the National Conservatory of Lisbon before joining The Royal Ballet Upper School, graduating into the Company during the 2012/13 Season. He was promoted to First Artist in 2014, Soloist in 2015 and First Soloist in 2017. <br>His repertoire with the Company includes Colas (La Fille mal gardée), Hans-Peter/Nutcracker (The Nutcracker), Mercutio (Romeo and Juliet), Bluebird and Florestan (The Sleeping Beauty), pas de trois (Swan Lake), lead couple pas de six (Giselle), Jewels, Onegin, La Valse, The Firebird to name a few. He has created roles in Crystal Pite's Flight Pattern, Kim Brandstrup's Ceremony of Innocence, and Marriott's Connectome. Sambé is also a keen choreographer and was selected as one of the UK's emerging choreographers by Youth Dance England in 2012.",https://www.linkedin.com/in/marcelino-sambe-12028b77/,Ballet and Dance at the Royal Opera House 2017/18,FALSE,YES
30 Under 30 - Europe - Art & Culture,Ruby Tandoh,25,United Kingdom,Founder, Yorkshire Young Sinfonia,"This former British Bake Off contestant (runner up, specifically) has a cult following in the U.K., but her fan base is quickly becoming global thanks to her writing on food and wellness (and the fetishization of the concept). She's written for the Guardian, Vice, Elle and more, and has three books to her name: ""Crumb: The Baking Book,"" ""Flavour: Eat What You Love,"" and coming out in February, ""Eat Up: Food, Appetite, and Eating What You Want.""",NO PROFILE,David Taylor ,FALSE,YES
30 Under 30 - Europe - Art & Culture,Marine Tanguy,28,United Kingdom,Musician, Camille Thomas,"Marine Tanguy got one of her first tastes of art gallery management when she was just 21 years old, but she didn't like what she saw. She felt the traditional gallery model was ""elitist"" and didn't allow for works from all demographics. And so, she decided to change this by opening MTArt in 2015. It's an agency for up-and-coming artists, helping them pay for studios, showcase their work through public art installations, virtual galleries and commercial partnerships and find buyers. Young artists appear to like the idea: MTArt says that it reviews 200 portfolios every month in order to find the most innovative young talent.",https://uk.linkedin.com/in/marine-tanguy-303b4a103,Marine Tanguy ,TRUE,NO
30 Under 30 - Europe - Art & Culture,David Taylor,29,United Kingdom,Founder, Kooness,"A former cello teacher at the Edward Said National Conservatory of Music in Jerusalem, David Taylor has long been passionate about nurturing the musicians of tomorrow. Today, he's doing that through the Yorkshire Young Sinfonia, a youth orchestra for children between the ages of 12 and 18. YYS not only provides its members with workshops from working musicians, but opportunities to perform for large audiences. Taylor estimates the company has reached a total audience of over 4 million people three years; it's also become the first youth orchestra in the world to be 100% digital (using iPads instead of sheet music).",https://www.linkedin.com/today/author/davidtaylorsocialmedia,David Taylor ,TRUE,NO
30 Under 30 - Europe - Art & Culture,Hannah Weiland,27,United Kingdom,Founder, Karim Adducchi,"Don't be fooled by the cutsey name, or its humble beginnings: Shrimps, a womenswear, outerwear and faux-fur fashion brand, was founded by Hannah Weiland in 2013, when she was a freshly-minted college graduate. Today, Shrimps is one of Britain's hottest ready-to-wear brands: it was a finalist for the BFC/Vogue Designer Fashion Fund in 2017, and counts Beyonce, Lena Dunham and Brie Larson among its fans.",NO PROFILE,Matthew Boudreau ,FALSE,YES
30 Under 30 - Europe - Entertainment,Jacob Anderson,27,United Kingdom,Actor,,"After appearing in small roles on various TV shows, Anderson hit it big when he was cast as a season regular on ""Game of Thrones"" in 2013. He plays Grey Worm, a top advisor to Daenerys Targaryen. But acting isn't Anderson's only skill: He is also a rapper by the name of Raleigh Ritchie. His debut album, ""You're A Man Now, Boy,"" was released in 2016 and entered the U.K. charts at No. 32.",https://www.linkedin.com/in/jacob-anderson-9bb904132,Jacob Anderson ,TRUE,NO
30 Under 30 - Europe - Entertainment,Ray Blk,24,United Kingdom,Musician,,"The first independent artist to ever win the BBC Sound Of poll of promising musicians, Ray BLK, nee Rita Ekwere, releases music online without a record label but still clocks major radio play. Her acclaimed ""Durt"" EP won rave reviews; she was nominated for best newcomer at the 2016 MOBO Awards.",NO PROFILE,Ray Blue ,FALSE,YES
30 Under 30 - Europe - Entertainment,Millie Bobby Brown,13,United Kingdom,Actor,,"The Emmy-nominated star of ""Stranger Things"" has been catapulted to fame as fans of the series flock to the 13 year old. When she's not in the Upside Down, the actress is working on her 2019 feature film debut in ""Godzilla: King of the Monsters.""",NO PROFILE,"Meet Hollywood's new squad: Millie Bobby Brown, Maddie ...",FALSE,YES
30 Under 30 - Europe - Entertainment,Nathalie Emmanuel,28,United Kingdom,Actor,,"Emmanuel's on-screen career began at just 17, starring as Sasha Valentine on soap opera ""Hollyoaks."" Her film debut came six years later, with a role in ""Twenty8k."" She has since crossed the pond to Hollywood, playing hacker Ramsey in the two most recent ""Fast and Furious"" movies, plus parts in ""Game of Thrones"" and the ""Maze Runner"" series.",https://www.linkedin.com/in/nathalie-emmanuel-551333a9,Nathalie Emmanuel ,TRUE,NO
30 Under 30 - Europe - Entertainment,Paapa Essiedu,27,United Kingdom,Actor,,"Essiedu earned rave reviews as the first black actor to star as Hamlet with the Royal Shakespeare Company; he also played Edmund in the prestigious institution's production of ""King Lear."" He is now tackling the small screen with a role in BBC's period thriller ""The Miniaturist"" and Channel 4's forthcoming drama ""Kiri."" The son of Ghanaian immigrants, he cofounded a theatre company, Invertigo, that aims to promote neglected literary voices.",https://www.linkedin.com/in/paapa-essiedu-945819a1,Paapa Essiedu ,TRUE,NO
30 Under 30 - Europe - Entertainment,J Hus,22,United Kingdom,Musician,,"Singing and rapping over beats that traverse genres from garage to grime, the versatile Londoner's debut album ""Common Sense"" reached No. 6 on the U.K. charts. Its Afrobeats-inspired hit ""Did You See"" also broke the top 10 and earned him a Brit award nod for Best British Single. Born Momodou Jallow, his pioneering sound scored a coveted Mercury Prize nomination in 2017.",https://uk.linkedin.com/in/will-j-b-hus-42449620,Will J B Hus ,FALSE,NO
30 Under 30 - Europe - Entertainment,Vaughn McKenzie-Landell,29,United Kingdom,Cofounders, JAAK,"Vaughn McKenzie-Landell and Frederick Tibbles are building a blockchain network for music and media rights management to eliminate the friction involved in ensuring creators are paid on time for their work. With $2.2 million in funding, JAAK counts media giant Viacom among its pilot partners.",https://www.linkedin.com/in/vaughnmck,Vaughn McKenzie-Landell ,TRUE,NO
30 Under 30 - Europe - Entertainment,Frederick Tibbles,29,United Kingdom,Cofounders, JAAK,"Vaughn McKenzie-Landell and Frederick Tibbles are building a blockchain network for music and media rights management to eliminate the friction involved in ensuring creators are paid on time for their work. With $2.2 million in funding, JAAK counts media giant Viacom among its pilot partners.",,,FALSE,
30 Under 30 - Europe - Entertainment,Hannah John-Kamen,28,United Kingdom,Actor,,"With a part in Steven Spielberg's forthcoming ""Ready Player One,"" John-Kamen is moving into blockbusters. Next year she'll also appear in a ""Tomb Raider"" reboot and Marvel's ""Ant-Man and the Wasp."" Since nabbing the lead in West End Spice Girls-inspired musical ""Viva Forever"" the actor has notched TV credits in North American series ""Killjoys"" and multiple episodes of ""Black Mirror,"" among others.",NO PROFILE,Hannah John-Kamen - IMDb,FALSE,YES
30 Under 30 - Europe - Entertainment,Anthony Joshua,28,United Kingdom,Athlete, Boxing,"Joshua scored the biggest payday of his career in a unification bout for the heavyweight title against Wladimir Klitschko in April. The fight had one million pay-per-view buys in the U.K., while 10 million people watched in Germany and 90,000 fans packed Wembley Stadium in London. Joshua knocked out Klitschko in the 11th round to post his 19th straight win since turning pro in 2013 after winning the gold medal at the London Olympics. Corporate marketers tend to shy away from sponsoring individual boxers, but Joshua is one of the exceptions. He boasts a dozen endorsement partners including Under Armour, Jaguar, Beats, StubHub and Audemars Piguet.",https://www.linkedin.com/in/anthony-joshua-mbe-25b03310a/,Anthony Joshua: Sport's most marketable athlete? ,FALSE,YES
30 Under 30 - Europe - Entertainment,Daniel Kaluuya,28,United Kingdom,Actor,,"The star of Jordan Peele's ""Get Out,"" Kaluuya played Chris, an amateur photographer in an interracial relationship that takes a dark turn. The racially-charged comedic horror grossed a phenomenal $254.5 million on a $4.5 million budget, and Kaluuya's performance earned rave reviews. His box office run is far from over: He has a role in Marvel's forthcoming ""Black Panther,"" as well as the Steve McQueen-directed ""Widows.""",NO PROFILE,Daniel Kaluuya - IMDb,FALSE,YES
30 Under 30 - Europe - Entertainment,Laura Kenny,25,United Kingdom,Athlete, Cycling,"Kenny, a four-time Olympic gold medalist in cycling, is the most successful female British Olympian. When she's not competing in the Games, she's busy winning other races: Kenny is a twelve-time UCI Track medalist, a ten-time UEC European Track medalist and a one-time Commonwealth Games champion.",NO PROFILE,Why cyclist Laura Kenny is top choice for Laureus Woman ...,FALSE,YES
30 Under 30 - Europe - Entertainment,Lady Leshurr,29,United Kingdom,Musician,,"With her viral ""Queen's Speech"" series of video freestyles--a humorous rap take on her Majesty's annual Parliamentary address--Leshurr has won over fans and some 800,000 subscribers on YouTube. The Birmingham-born lyricist has nine mixtapes and four EPs to her name with a debut album on the way.",NO PROFILE,Jamaal Smith ,FALSE,YES
30 Under 30 - Europe - Entertainment,Dua Lipa,22,United Kingdom,Musician,,"Dua Lipa's smash hit ""New Rules"" reached No. 11 on the Hot 100; it has more than 900 million views on YouTube. The acerbic pop anthem topped the charts in the U.K., the first song by a female solo artist to do so since 2015. Dua Lipa, who is of Albanian descent, earned five nominations for the 2018 Brit Awards, including British Breakthrough Act.",NO PROFILE,DUA LIPA LIMITED ,FALSE,YES
30 Under 30 - Europe - Entertainment,Perrie Edwards,20,United Kingdom,Musicians, Little Mix,"This decade's answer to the Spice Girls, Little Mix were formed--how else--during 2011's ""X Factor."" Their fourth album ""Glory Days"" became their first chart topper in the U.K. and made them the longest reigning girl group No. 1 since the Spice Girls' debut 20 years earlier. All of their albums have gone platinum in the U.K., while ""Shout Out to My Ex"" won them Best British Single at the 2017 Brit Awards.",https://www.linkedin.com/in/perrie-edwards-07508488,perrie edwards ,FALSE,NO
30 Under 30 - Europe - Entertainment,Jesy Nelson,26,United Kingdom,Musicians, Little Mix,"This decade's answer to the Spice Girls, Little Mix were formed--how else--during 2011's ""X Factor."" Their fourth album ""Glory Days"" became their first chart topper in the U.K. and made them the longest reigning girl group No. 1 since the Spice Girls' debut 20 years earlier. All of their albums have gone platinum in the U.K., while ""Shout Out to My Ex"" won them Best British Single at the 2017 Brit Awards.",,,FALSE,
30 Under 30 - Europe - Entertainment,Leigh-Anne Pinnock,26,United Kingdom,Musicians, Little Mix,"This decade's answer to the Spice Girls, Little Mix were formed--how else--during 2011's ""X Factor."" Their fourth album ""Glory Days"" became their first chart topper in the U.K. and made them the longest reigning girl group No. 1 since the Spice Girls' debut 20 years earlier. All of their albums have gone platinum in the U.K., while ""Shout Out to My Ex"" won them Best British Single at the 2017 Brit Awards.",,,FALSE,
30 Under 30 - Europe - Entertainment,Rita Ora,27,United Kingdom,Musician,,"""I assert myself in things that I want to achieve, and I just don't give up,"" says chart-topping singer Rita Ora, who started out performing at her father's London pub after the refugee family emigrated from Kosovo. She kept at it, sitting outside Universal Music Group in London at 15 years old to hand out her record to people exiting the building. Fast-forward a decade and one of those same people who picked up her record is producing her second album. <br>Ora has indeed perfected the art of persistence. That sophomore record, due out later in 2018, comes five years after her first due to struggles with her former record label Roc Nation. If the success of her latest single, ""Anywhere,"" is any evidence, there's plenty of pent-up demand for her music. The song peaked at No. 2 on the British charts in November.<br>The singer has kept busy since her first album, designing over a dozen collections for Adidas, debuting a new lipstick line with cosmetics-maker Rimmel London and partnering with Absolut Vodka in a project that will allow her to collaborate with fans for a new song.<br>""I wanted to do it all. I feel like we're in an era where entertainment can be so diverse,"" she says. ""With being able to be an actress, be on TV and present and still put out an album. I think I'm part of a new kind of breed.""",https://www.linkedin.com/in/rita-ora-b748909b,Rita Ora ,TRUE,NO
30 Under 30 - Europe - Entertainment,Jonnie Peacock,24,United Kingdom,Athlete, Track and Field,"Jonnie Peacock, whose right leg was amputated below the knee following a childhood case of meningitis, did not let that stop him from his dreams of being an athlete--and a very successful one at that. The sprinter is a two-time Paralympic gold medal winner, as well as a two-time gold medal winner of both the IPC World Championships and IPC European Championships. He's been awarded off the track, as well, becoming a Member of the Order of the British Empire in 2013.",http://thefoodchampions.org/athletes/jonnie-peacock,Jonnie Peacock ,TRUE,NO
30 Under 30 - Europe - Entertainment,Paul Pogba,24,United Kingdom,Athlete, Soccer,"Before switching to Manchester United, Pogba played for Juventus Football Club, and, with the team, won four Serie A championships, as well as a two Coppa Italia and Supercoppa Italiana titles. Nationally, with France, he won the 2013 FIFA U-20 World Cup. All of his wins have led to major cash, and he is one of the world's highest-paid soccer players, with Adidas as a major sponsor.",NO PROFILE,"Paul Pogba: A Brand's Dream, Culturally-Aware Spokesperson",FALSE,YES
30 Under 30 - Europe - Entertainment,Sampha,29,United Kingdom,Musician,,"Known for soulful collaborations with Drake, Kanye West and Solange, the Londoner stepped out on his own in 2017. The son of Sierra Leone immigrants, Sampha Sisay's debut album ""Process"" won the U.K.'s prestigious Mercury Prize and reached No. 7 domestically.",NO PROFILE,Sampha Jalloh ,FALSE,YES
30 Under 30 - Europe - Entertainment,Hayley Squires,29,United Kingdom,Actor,,"Her role as a single mother in Ken Loach's ""I, Daniel Blake,"" earned her a Best Supporting Actress nod at the BAFTAs; the movie scored Cannes' prestigious Palme d'Or. In addition to several TV credits and onstage roles, she has also penned her own screenplays.",https://www.linkedin.com/in/hayley-squires-8899ba49,Hayley Squires ,TRUE,NO
30 Under 30 - Europe - Entertainment,AJ Tracey,23,United Kingdom,Musician,,"Grime--the U.K.'s fast-paced homegrown answer to hip-hop--is witnessing a mainstream renaissance. AJ Tracey is among the young rappers leading the way: The independent West Londoner's fifth EP ""Secure the Bag!"" reached No. 13 on the U.K. album charts without label backing.",https://www.linkedin.com/in/aj-tracey-69299494,AJ Tracey ,TRUE,NO
